incident_number,cal_year,type_of_incident,cost_gbp,final_description,animal_group_parent,property_category,ward_code,ward,stn_ground_name,easting,northing
C6107,2019,Special Service,339,CAT POSSIBLY TRAPPED BY COLLAR IN TREE VERY HIGH UP,Cat,Outdoor,E05000424,KNIGHT'S HILL,West Norwood,531450,171750
S6109,2019,Special Service,339,SQUIRREL TRAPPED IN TOILET,Squirrel,Dwelling,E05000360,HOUNSLOW SOUTH,Heston,515250,175650
B6110,2019,Special Service,339,ANIMAL OR BIRD TRAPPED BEHIND GAS FIRE IN BEDROOM,Bird,Dwelling,E05000215,BLACKHEATH WESTCOMBE,East Greenwich,540050,177350
C6111,2019,Special Service,339,ASSIST RSPCA WITH CAT TRAPPED INSIDE ENGINE OF CAR,Cat,Road Vehicle,E05009379,KING'S PARK,Homerton,535950,185950
C6112,2019,Special Service,339,KITTEN TRAPPED IN CAR ENGINE,Cat,Road Vehicle,E05000493,WALL END,East Ham,542650,183950
B6113,2019,Special Service,339,RUNNING CALL TO PIGEON TRAPPED IN NETTING - RSCPA REQUESTED,Bird,Outdoor,E05000379,ST. MARY'S,Islington,531650,184250
C6114,2019,Special Service,339,CAT STUCK IN WATER FEATURE,Cat,Outdoor,E05009380,LEA BRIDGE,Homerton,535550,186550
C6115,2019,Special Service,339,CAT TRAPPED IN WINDOW FRAME  CALLER IS AT 119,Cat,Dwelling,E05000557,BELMONT,Sutton,525650,162450
F6116,2019,Special Service,339,FERRET WITH HEAD TRAPPED IN METAL GRILL ON CARRIER,Ferret,Outdoor Structure,E05000526,NORTH RICHMOND,Richmond,518850,175250
B6117,2019,Special Service,339,BIRD TRAPPED IN CHIMNEY,Bird,Dwelling,E05009321,BROMLEY NORTH,Bethnal Green,537250,182750
C6118,2019,Special Service,339,KITTEN STUCK IN FENCE,Cat,Outdoor Structure,E05000057,MILL HILL,Mill Hill,524350,191850
C6119,2019,Special Service,339,KITTEN STUCK IN FENCE,Cat,Outdoor Structure,E05000057,MILL HILL,Mill Hill,524350,191850
C6120,2019,Special Service,339,CAT STUCK ON ROOF DRAIN AT FOURTH FLOOR LEVEL,Cat,Dwelling,E05000601,HOE STREET,Walthamstow,537450,189750
C6121,2019,Special Service,339,CAT WEDGED IN WINDOW,Cat,Dwelling,E05000488,MANOR PARK,East Ham,542250,185350
C6122,2019,Special Service,339,SMALL ANIMAL RESCUE CAT TRAPPED AT ROOF LEVEL DUE TO RAIN WATER - CALLER NOT SURE IF INJURED,Cat,Dwelling,E05000197,EDMONTON GREEN,Edmonton,534350,192450
B6123,2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,Outdoor,E05000278,SEVEN SISTERS,Tottenham,534150,188550
B6124,2019,Special Service,678,SMALL ANIMAL RESCUE  - BIRD TRAPPED IN CHIMNEY,Bird,Dwelling,E05000593,CHINGFORD GREEN,Chingford,538950,194850
S6125,2019,Special Service,339,SQUIRREL STUCK IN GUTTERING,Squirrel,Non Residential,E05000130,CAMDEN TOWN WITH PRIMROSE HILL,Kentish Town,528550,184250
C6126,2019,Special Service,678,CAT TRAPPED IN CAR WHEEL BY LEG -  RSPCA ON SCENE  VW BLACK POLO IN CAR PARK AT THE END OF FLOOD WAL,Cat,Road Vehicle,E05009403,ROYAL HOSPITAL,Chelsea,527250,177950
C6127,2019,Special Service,339,CAT WITH HAND TRAPPED IN METAL BARS OF WINDOW,Cat,Dwelling,E05009371,DE BEAUVOIR,Shoreditch,533350,184750
C6128,2019,Special Service,339,CAT TRAPPED IN ENGINE OF CAR,Cat,Road Vehicle,E05000039,THAMES,Dagenham,548850,183450
B6129,2019,Special Service,339,BIRD WITH WING CAUGHT IN WIRE   ATTENDANCE OF ADDITIONAL APPLIANCE WITH 135 LADDER REQUESTED FROM IN,Bird,Non Residential,E05000274,MUSWELL HILL,Hornsey,528750,189550
B6130,2019,Special Service,339,DUCKLINGS STUCK BEHIND WALL        BEHIND HALIFAX J/O HIGHT STREET,Bird,Outdoor Structure,E05000056,HIGH BARNET,Barnet,524450,196650
C6131,2019,Special Service,339,CAT STUCK IN CHIMNEY,Cat,Dwelling,E05000445,GROVE PARK,Lee Green,540650,172650
C6132,2019,Special Service,339,ASSIST RSPCA WITH CAT STUCK AT HEIGHT,Cat,Outdoor,E05000364,SYON,Heston,517150,177350
B6133,2019,Special Service,339,BIRD TRAPPED IN EXTRACTOR FAN,Bird,Dwelling,E05000186,NORWOOD GREEN,Southall,513050,178850
C6134,2019,Special Service,339,CAT IN ENGINE COMPARTMENT - O/S PETS AT HOME,Cat,Road Vehicle,E05000039,THAMES,Dagenham,548950,183450
F6135,2019,Special Service,339,FOX STUCK IN FENCE,Fox,Outdoor Structure,E05000282,WEST GREEN,Tottenham,532850,190450
B6136,2019,Special Service,339,PIGEON TRAPPED IN DRAINPIPE,Bird,Dwelling,E05000195,CHASE,Enfield,534050,197850
C6137,2019,Special Service,339,KITTEN STUCK IN CAR ENGINE  ESSO PETROL STN REG GU60 AWG - WHITE PRIUS,Cat,Road Vehicle,E05000490,PLAISTOW SOUTH,Plaistow,541050,182850
S6138,2019,Special Service,339,SQUIRREL CAUGHT BEHIND PIPEWORK,Squirrel,Dwelling,E05000033,GORESBROOK,Dagenham,548950,183950
B6139,2019,Special Service,339,INJURED BIRD TRAPPED BEHIND BIRD PROOFING   SERVICE YARD ENTRANCE OPPOSITE IMMAGRATION CENTRE,Bird,Non Residential,E05011104,LONDON BRIDGE & WEST BERMONDSEY,Dockhead,532950,180150
B6140,2019,Special Service,339,DUCKLING FALLEN INTO DRAIN   CALLER WILL LIASE AT LOCATION,Bird,Outdoor,E05011232,THAMESMEAD EAST,Erith,549250,179950
D6141,2019,Special Service,339,MUNTJAC DEER STUCK IN METAL RAILINGS     RSPCA OFFICER ON SCENE,Deer,Outdoor Structure,E05000059,TOTTERIDGE,Barnet,525150,193250
H6142,2019,Special Service,339,HAMSTER TRAPPED IN SINK   CALLER STATES FLAT 5,Hamster,Dwelling,E05000346,BEDFONT,Feltham,509050,173850
D6143,2019,Special Service,339,DOG IMPALED ON FENCE  VET ON SCENE,Dog,Dwelling,E05000225,PENINSULA,East Greenwich,539450,178150
C6144,2019,Special Service,339,CAT TRAPPED BEHIND WARDROBE,Cat,Dwelling,E05000460,FIGGE'S MARSH,Mitcham,528350,168850
B6145,2019,Special Service,339,PIGEON TRAPPED IN NETTING    ABOVE THE CAR WASH UNDER THE BRIDGE,Bird,Outdoor,E05009372,HACKNEY CENTRAL,Homerton,534950,184950
H6146,2019,Special Service,339,HORSE STUCK IN DITCH,Horse,Non Residential,E05000309,EMERSON PARK,Hornchurch,555550,188350
C6147,2019,Special Service,339,CAT TRAPPED ON EXTERIOR AT 3RD FLOOR LEVEL - SEEN FROM PALGRAVE HOUSE,Cat,Dwelling,E05000134,GOSPEL OAK,Kentish Town,527650,185350
C6148,2019,Special Service,339,CAT STUCK UNDER CONCRETE,Cat,Dwelling,E05000214,ABBEY WOOD,Plumstead,546850,179150
D6149,2019,Special Service,678,DOG TRAPPED ON ROOF - ALP REQUESTED FROM INC,Dog,Dwelling,E05009368,CAZENOVE,Stoke Newington,533950,186750
B6150,2019,Special Service,339,BIRD TRAPPED UNDER FLOORING,Bird,Dwelling,E05000592,CHAPEL END,Walthamstow,538250,190050
B6151,2019,Special Service,339,BIRD TRAPPED UNDER FLOORBOARD,Bird,Dwelling,E05000592,CHAPEL END,Walthamstow,538250,190050
H6152,2019,Special Service,339,HORSE STUCK IN DYKE OFF NORMAN ROAD   CALLER AT ROUNDABOUT TO DIRECT,Horse,Outdoor,E05011218,BELVEDERE,Erith,549750,179950
C6153,2019,Special Service,678,KITTEN TRAPPED ON ROOF - THREE DAYS,Cat,Dwelling,E05000276,NORTHUMBERLAND PARK,Tottenham,533850,190850
B6154,2019,Special Service,339,ASSIST RSPCA WITH TRAPPED DUCKLINGS,Bird,Dwelling,E05000281,TOTTENHAM HALE,Tottenham,534650,189650
B6155,2019,Special Service,339,BIRD TRAPPED IN TREE RSPCA IN ATTENDANCE AT JUNCTION OF GUY STREET,Bird,Outdoor,E05011104,LONDON BRIDGE & WEST BERMONDSEY,Dockhead,532850,179650
C6157,2019,Special Service,339,KITTEN STUCK IN TREE,Cat,Outdoor,E05000027,ALIBON,Dagenham,549650,185250
B6158,2019,Special Service,339,BIRDS TRAPPED IN ROOF SPACE,Bird,Dwelling,E05000598,HATCH LANE,Chingford,539150,193550
C6159,2019,Special Service,678,ASSIST RSPCA WITH CAT IN TREE,Cat,Outdoor,E05000306,BROOKLANDS,Romford,550850,188750
C6160,2019,Special Service,339,CAT TRAPPED BEHIND KITCHEN UNIT,Cat,Dwelling,E05011107,NORTH WALWORTH,Old Kent Road,532150,178750
B6161,2019,Special Service,339,ASSIST WILDLIFE RESCUE WITH BIRD TRAPPED ON BALCONY  1ST FLOOR LEVEL,Bird,Outdoor Structure,E05000275,NOEL PARK,Hornsey,531350,189950
D6162,2019,Special Service,339,DOG IN PRECARIOUS POSITION ON ROOF OF HOUSE,Dog,Dwelling,E05000625,THAMESFIELD,Wandsworth,524750,175050
D6163,2019,Special Service,678,DOG TRAPPED ON THIRD FLOOR BALCONY,Dog,Dwelling,E05000322,SQUIRREL'S HEATH,Hornchurch,553450,188650
D6164,2019,Special Service,339,ASSIST RSPCA WITH DOG ON BALCONY,Dog,Dwelling,E05000322,SQUIRREL'S HEATH,Hornchurch,553450,188650
C6165,2019,Special Service,339,KITTEN CAUGHT BEHIND FREEZER,Cat,Dwelling,E05000479,CUSTOM HOUSE,Plaistow,540850,181050
C6166,2019,Special Service,339,CAT TRAPPED BETWEEN FLOORBOARDS AND FLOOR,Cat,Dwelling,E05000279,STROUD GREEN,Holloway,531350,187650
B6167,2019,Special Service,339,SMALL ANIMAL RESCUE - BIRD TRAPPED IN GUTTERING,Bird,Dwelling,E05000630,ABBEY ROAD,West Hampstead,526350,183750
B6168,2019,Special Service,339,PIGEON TRAPPED IN NETTING,Bird,Non Residential,E05000360,HOUNSLOW SOUTH,Heston,514850,175150
C6169,2019,Special Service,339,KITTEN TRAPPED IN CAR ENGINE,Cat,Road Vehicle,E05000402,BEVERLEY,New Malden,521650,168150
C6171,2019,Special Service,339,CAT TRAPPED BETWEEN TWO WALLS  OWNER ON SCENE,Cat,Non Residential,E05000279,STROUD GREEN,Holloway,531250,187850
B6172,2019,Special Service,339,ASSIST WITH BIRD TRAPPED IN NETTING    RSPCA ON SCENE,Bird,Dwelling,E05000348,CHISWICK HOMEFIELDS,Chiswick,520450,176450
F6173,2019,Special Service,339,RUNNING CALL FOX TRAPPED BEHIND WALL    ALLEY BETWEEN TRANMERE ROAD AND HARROW DRIVE,Fox,Outdoor,E05000201,HASELBURY,Edmonton,533750,194450
C6174,2019,Special Service,339,ASSIST RSPCA WITH CAT IN TREE,Cat,Outdoor,E05000228,THAMESMEAD MOORINGS,Plumstead,546850,180550
B6175,2019,Special Service,339,ANIMAL TRAPPED IN CHIMNEY,Bird,Dwelling,E05000204,LOWER EDMONTON,Edmonton,535050,193950
C6176,2019,Special Service,678,CAT TRAPPED BEHIND KITCHEN CUPBOARD,Cat,Dwelling,E05009324,ISLAND GARDENS,Millwall,538650,178550
C6177,2019,Special Service,678,CAT TRAPPED UNDER RECLINER    TAIL STUCK IN MOTOR,Cat,Dwelling,E05000177,GREENFORD BROADWAY,Southall,514250,181850
C6178,2019,Special Service,339,CAT STUCK ON ROOF ALL NIGHT - OPP 120 ADAMSRILL ROAD,Cat,Dwelling,E05000452,SYDENHAM,Forest Hill,536250,171950
D6179,2019,Special Service,339,TWO DOGS STUCK IN DRAINPIPE,Dog,Outdoor,E05000196,COCKFOSTERS,Barnet,526150,197350
S6180,2019,Special Service,339,"SQUIRREL IN EAVES OF ROOF, HANGING BY ONE LEG",Squirrel,Non Residential,E05000054,HALE,Mill Hill,521350,193750
C6181,2019,Special Service,339,CAT TRAPPED IN CHIMNEY,Cat,Dwelling,E05000526,NORTH RICHMOND,Richmond,520050,175750
D6183,2019,Special Service,339,DOG DISTRESSED ON WINDOW LEDGE,Dog,Dwelling,E05000633,CHURCHILL,Chelsea,528750,178150
F6184,2019,Special Service,339,FOX TRAPPED IN UNACCESSIBLE COURTYARD AREA,Fox,Outdoor Structure,E05011242,FAIRLOP,Hainault,544450,191350
D6186,2019,Special Service,339,DOG SHUT IN POWER STATION ENCLOSURE,Dog,Non Residential,E05000630,ABBEY ROAD,Paddington,527250,183550
D6187,2019,Special Service,339,DOG SHUT IN POWER STATION ENCLOSURE,Dog,Non Residential,E05000269,CROUCH END,Hornsey,529450,187850
B6188,2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,Outdoor Structure,E05000095,MAPESBURY,West Hampstead,524650,184650
C6189,2019,Special Service,339,KITTEN STUCK ON WINDOW LEDGE 4 FLOORS UP,Cat,Dwelling,E05000130,CAMDEN TOWN WITH PRIMROSE HILL,Kentish Town,528750,184550
D6190,2019,Special Service,339,DOG  STUCK ON ROOF,Dog,Dwelling,E05000451,RUSHEY GREEN,Lewisham,537850,173950
B6192,2019,Special Service,339,BIRD STUCK IN CHIMMNEY,Bird,Dwelling,E05000433,THORNTON,Tooting,529350,173950
B6193,2019,Special Service,339,BIRD TRAPPED IN CHIMNEY,Bird,Dwelling,E05000118,FARNBOROUGH AND CROFTON,Orpington,544750,165250
C6194,2019,Special Service,339,CAT TRAPPED BEHIND SKIRTING BOARD STRUGGLING TO BREATHE,Cat,Dwelling,E05000411,ST. JAMES,New Malden,521950,167950
D6195,2019,Special Service,339,DOG STUCK IN EXERCISE MACHINE,Dog,Outdoor,E05000567,SUTTON WEST,Sutton,524550,164150
C6196,2019,Special Service,339,ASSIST RSPCA WITH CAT STUCK IN ENGINE,Cat,Road Vehicle,E05009336,WHITECHAPEL,Whitechapel,533950,181150
B6197,2019,Special Service,339,ASSIST RSPCA WITH RETREAVAL OF ANIMAL STUCK ON ROOF,Bird,Dwelling,E05000332,HILLINGDON EAST,Hillingdon,507750,184550
B6198,2019,Special Service,339,PIGEON TRAPPED IN PIT,Bird,Dwelling,E05000138,HOLBORN AND COVENT GARDEN,Soho,530750,182050
B6199,2019,Special Service,339,ASSIST RSPCA WITH BIRD STUCK IN TREE,Bird,Outdoor Structure,E05000138,HOLBORN AND COVENT GARDEN,Soho,530750,182050
B6200,2019,Special Service,339,RUNNING CALL TO BIRD TRAPPED AND IN DISTRESS E301 ATTENDING NO FURTHER ATTENDANCE REQUIRED,Bird,Non Residential,E05000218,ELTHAM NORTH,Eltham,543250,174450
D6201,2019,Special Service,339,PUPPY WITH HEAD STUCK IN FENCE,Dog,Outdoor Structure,E05011115,ST. GILES,Peckham,532550,176850
B6204,2019,Special Service,339,TWO PIGEONS TRAPPED IN SOLAR PANEL,Bird,Dwelling,E05011255,WANSTEAD VILLAGE,Leytonstone,540050,187950
D6205,2019,Special Service,339,LARGE ANIMAL RESCUE - DEER TRAPPED AND INJURED - CALLER WILL MEET YOU,Deer,Outdoor,E05000313,HAVERING PARK,Romford,549550,191550
C6206,2019,Special Service,678,CAT STUCK ON THIRD STORY ROOF.  ALP REQUESTED FROM SCENE,Cat,Dwelling,E05000525,MORTLAKE AND BARNES COMMON,Richmond,521350,175950
C6207,2019,Special Service,339,CAT STUCK UNDERGROUND,Cat,Outdoor,E05000336,NORTHWOOD HILLS,Ruislip,511150,189750
B6208,2019,Special Service,339,F321 RUNNING CALL TO PIGEON TRAPPED IN NETTING   OPP NIGHTINGALE MEDICAL PRACTICE,Bird,Dwelling,E05009373,HACKNEY DOWNS,Stoke Newington,534350,186050
C6209,2019,Special Service,339,F441 RUNNING CALL TO CAT STUCK BETWEEN TWO WALLS  F441 ATTENDING - NO FURTHER BRIGADE ATT REQUIRED,Cat,Outdoor Structure,E05000482,EAST HAM SOUTH,East Ham,542850,182450
C6211,2019,Special Service,339,CAT STUCK ON ROOF,Cat,Non Residential,E05000470,ST. HELIER,Mitcham,525650,168150
C6212,2019,Special Service,339,CAT STUCK IN HOLE BEHIND KITCHEN CUPBOARD,Cat,Dwelling,E05000140,KILBURN,West Hampstead,525750,183550
B6213,2019,Special Service,339,PARROT ENTANGLED IN WIRE IN TREE,Bird,Outdoor,E05000203,JUBILEE,Edmonton,535750,195050
B6214,2019,Special Service,339,ASSIST RSPCA WITH BIRD TRAPPED NETTING  - RSPCA ON SCENE,Bird,Outdoor,E05000198,ENFIELD HIGHWAY,Enfield,535550,198050
C6216,2019,Special Service,339,KITTEN TRAPPED IN WHEEL OF CAR,Cat,Road Vehicle,E05011468,FAIRFIELD,Croydon,532250,165050
B6217,2019,Special Service,339,BIRD TRAPPED IN GUTTERING,Bird,Dwelling,E05000372,HIGHBURY EAST,Stoke Newington,532050,186050
D6219,2019,Special Service,NA,DOG STUCK IN BRAMBLES AND WOODLAND BY LEAD    OWNER WILL MEET AT THE ENTRANCE TO PADDOCKS    JCT ALE,Dog,Outdoor,E05000266,ALEXANDRA,Hornsey,530250,190350
C6220,2019,Special Service,339,CAT STUCK IN THE DRAIN,Cat,Dwelling,E05011097,CHAMPION HILL,Peckham,533350,175650
B6221,2019,Special Service,339,PIGEON TRAPPED IN NETTING ON BALCONY,Bird,Dwelling,E05000629,WEST PUTNEY,Wandsworth,523250,174350
B6222,2019,Special Service,339,PIGEON WITH LEG TRAPPED IN WINDOW  SECOND FLOOR,Bird,Non Residential,E05009370,DALSTON,Homerton,533650,184750
B6223,2019,Special Service,339,BIRDS TRAPPED IN METAL GRILLS DIRECTLY UNDERNEATH THE FLYOVER,Bird,Outdoor Structure,E05000032,GASCOIGNE,Barking,543750,183950
C6224,2019,Special Service,339,INJURED CAT TRAPPED IN HANGAR IN TIMBER YARD,Cat,Non Residential,E05000558,CARSHALTON CENTRAL,Sutton,526850,164550
B6225,2019,Special Service,339,ASSIST RSPCA WITH BIRD HANGING FROM GUTTERING,Bird,Dwelling,E05000375,HOLLOWAY,Holloway,530550,185450
B6226,2019,Special Service,678,SWAN TRAPPED ASSIST SWAN SANCTURY VOLUNTEER  WATER 2 LEVEL ATTENDANCE REQUESTED      **** RVP  DEAL,Bird,Outdoor,E05011112,ROTHERHITHE,Dockhead,535550,179450
C6227,2019,Special Service,339,CAT TRAPPED UNDER FLOORBOARDS,Cat,Dwelling,E05000268,BRUCE GROVE,Tottenham,533150,189550
B6228,2019,Special Service,339,DUCK WITH DUCKLINGS STUCK ON TOP OF ROOF OF BUILDING (3 FLOORS),Bird,Dwelling,E05000617,LATCHMERE,Battersea,527650,176450
F6229,2019,Special Service,678,FOX TRAPPED ON LEDGE  RSCPA ON SCENE,Fox,Outdoor,E05011117,SURREY DOCKS,Dockhead,535650,180250
C6231,2019,Special Service,339,SMALL ANIMAL RESCUE - CAT STUCK DOWN SIDE OF BOILER,Cat,Dwelling,E05000426,OVAL,Lambeth,530150,177950
C6232,2019,Special Service,339,CAT TRAPPED IN BEDROOM,Cat,Dwelling,E05009368,CAZENOVE,Stoke Newington,534350,186950
D6233,2019,Special Service,339,DOG TRAPPED IN CAR BOOT - IN CAR PARK,Dog,Road Vehicle,E05000468,RAVENSBURY,Mitcham,526150,168450
F6235,2019,Special Service,339,FERRET TRAPPED BETWEEN TWO PIPES IN KITCHEN,Ferret,Dwelling,E05000608,WILLIAM MORRIS,Walthamstow,536050,189450
B6236,2019,Special Service,339,ASSIST RSPCA WITH MAGPIE SHUT IN STAIRWELL  RSPCA IN ATTENDANCE,Bird,Non Residential,E05000644,ST. JAMES'S,Lambeth,529250,179350
S6237,2019,Special Service,339,PET SNAKE TRAPPED UNDER RAMP,Snake,Non Residential,E05009380,LEA BRIDGE,Homerton,535550,185850
D6238,2019,Special Service,339,2 DOGS STUCK IN WIRE ON OUTHOUSE,Dog,Non Residential,E05000096,NORTHWICK PARK,Wembley,516850,187050
C6239,2019,Special Service,339,SMALL ANIMALE RESCUE - KITTEN STUCK BEHIND BATH PANEL,Cat,Dwelling,E05000253,COLLEGE PARK AND OLD OAK,North Kensington,523150,180650
C6240,2019,Special Service,339,CAT STUCK IN BETWEEN WALLS,Cat,Dwelling,E05000634,CHURCH STREET,Paddington,527450,181850
C6241,2019,Special Service,339,TO ASSIST RSPCA WITH CAT ON ROOF,Cat,Dwelling,E05000572,WORCESTER PARK,Sutton,523050,165350
D6242,2019,Special Service,339,PUPPY TRAPPED IN BUSHES,Dog,Outdoor,E05000379,ST. MARY'S,Islington,531350,184650
C6243,2019,Special Service,339,CAT TRAPPED BEHIND CUPBOARD,Cat,Dwelling,E05000268,BRUCE GROVE,Tottenham,533150,189550
B6244,2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,Non Residential,E05000408,GROVE,Kingston,518250,169250
B6245,2019,Special Service,339,BIRD TRAPPED ON LEDGE  APPROX 25 FT HIGH,Bird,Non Residential,E05000050,EDGWARE,Mill Hill,519550,192250
C6246,2019,Special Service,339,CAT TRAPPED/INJURED BEHIND WASHING MACHINE,Cat,Dwelling,E05000447,LEE GREEN,Lee Green,539650,173850
C6247,2019,Special Service,339,CAT FALLEN FROM ROOF AND INJURED   POLICE ON SCENE AND UNABLE TO REACH,Cat,Dwelling,E05009393,COURTFIELD,Kensington,525850,178750
H6248,2019,Special Service,1017,HORSE IN DITCH,Horse,Outdoor,E05011234,ALDBOROUGH,Hainault,545750,189950
D6249,2019,Special Service,339,DOG ON WINDOW LEDGE,Dog,Dwelling,E05000531,TWICKENHAM RIVERSIDE,Twickenham,515950,173350
C6250,2019,Special Service,339,CAT STUCK IN VOID OF CAVITY IN THE KITCHEN,Cat,Dwelling,E05000185,NORTHOLT WEST END,Northolt,511150,183250
B6251,2019,Special Service,339,BIRD TRAPPED IN NETTING,Bird,Non Residential,E05000606,MARKHOUSE,Walthamstow,536550,188150
C6252,2019,Special Service,339,CAT STUCK IN FOX DEN,Cat,Dwelling,E05000403,CANBURY,Kingston,518350,169850
C6253,2019,Special Service,339,CAT TRAPPED IN VENT,Cat,Dwelling,E05000210,TOWN,Enfield,533550,198150
F6254,2019,Special Service,339,FOX TRAPPED IN ROOM IN DISTRESS,Fox,Dwelling,E05000616,GRAVENEY,Tooting,527750,171550
C6255,2019,Special Service,339,RUNNING CALL TO KITTEN UP TREE F571 ATTENDING,Cat,Outdoor,E05000310,GOOSHAYS,Harold Hill,555050,191950
F6256,2019,Special Service,339,BABY FOX STUCK IN POND   CALLER STATES IN PARK OPPOSITE HOLU CAFE,Fox,Outdoor,E05000519,"HAM, PETERSHAM AND RICHMOND RIVERSIDE",Richmond,518250,174150
C6257,2019,Special Service,678,ASSIST RSPCA WITH CAT STUCK IN TREE   TL REQUESTED AT SCENE,Cat,Outdoor,E05000593,CHINGFORD GREEN,Chingford,539350,194850
D6258,2019,Special Service,339,DOG TRAPPED BEHIND FENCE   NEAR TO ENTRANCE ON LYNDHURST WAY,Dog,Outdoor,E05011115,ST. GILES,Peckham,533750,176250
D6259,2019,Special Service,339,DOG TRAPPED IN REAR GARDEN,Dog,Dwelling,E05009319,BOW EAST,Bethnal Green,536650,183550
D6260,2019,Special Service,339,DOG TRAPPED BETWEEN TWO BUILDINGS    CALLER WILL MEET YOU AT FLAT 2C,Dog,Dwelling,E05009382,SHACKLEWELL,Stoke Newington,533650,185450
C6261,2019,Special Service,339,CAT TRAPPED BETWEEN 2 FENCES,Cat,Dwelling,E05009375,HAGGERSTON,Shoreditch,533650,183750
B6262,2019,Special Service,339,INJURED DUCKLING FALLEN ONTO BALCONY,Bird,Dwelling,E05009329,ST. DUNSTAN'S,Bethnal Green,536250,181750
C6263,2019,Special Service,678,CAT TRAPPED ON WINDOW LEDGE,Cat,Dwelling,E05000642,QUEEN'S PARK,North Kensington,524250,182450
C6264,2019,Special Service,678,CAT TRAPPED IN TREE POSSIBLY BY COLLAR,Cat,Outdoor,E05011476,PURLEY & WOODCOTE,Purley,531450,161250
C6265,2019,Special Service,339,KITTEN TRAPPED UNDER THE FLOOR,Cat,Dwelling,E05000301,ROXBOURNE,Northolt,513750,186850
C6266,2019,Special Service,339,CAT STUCK IN TREE  REQUESTED BY RSPCA ON SCENE,Cat,Outdoor,E05000533,WHITTON,Heston,513150,173850
F6267,2019,Special Service,2034,FOX STUCK ON PONTOON - FRU REQUESTED WITH WATER ATTRIBUTE        LEVEL TWO WATER OPS  RSPCA INSPECTO,Fox,Outdoor,E05009325,LANSBURY,Poplar,537650,181750
R6268,2019,Special Service,339,RABBIT TRAPPED IN GAP ON BALCONY,Rabbit,Dwelling,E05000130,CAMDEN TOWN WITH PRIMROSE HILL,Euston,528050,183950
B6269,2019,Special Service,339,PIGEON TRAPPED IN NETTING ON 12TH FLOOR   **TL REQUESTED FROM SCENE**,Bird,Dwelling,E05000094,KILBURN,Paddington,525350,182850
C6270,2019,Special Service,339,"CAT STUCK ON A LEDGE FOUR STOREYS UP AND NOT MOVING, UNABLE TO GAIN ACCESS",Cat,Dwelling,E05000379,ST. MARY'S,Islington,531150,184650
C6271,2019,Special Service,339,INJURED CAT TRAPPED UNDERNEATH FLOOR,Cat,Dwelling,E05000271,HARRINGAY,Hornsey,531450,188750
C6272,2019,Special Service,339,CAT TRAPPED IN WIRE MESH,Cat,Non Residential,E05000460,FIGGE'S MARSH,Mitcham,527850,169150
D6273,2019,Special Service,339,DEER TRAPPED IN RAILINGS   CALLER WILL LIASE WITH YOU AT MAIN GATE,Deer,Outdoor,E05000198,ENFIELD HIGHWAY,Enfield,535350,196950
C6274,2019,Special Service,339,H241 RUNNING CALL  CAT STUCK ON ROOF    H241 H242 ATTENDING    NO FURTHER BRIGADE ATTENDANCE REQUIRE,Cat,Dwelling,E05000435,TULSE HILL,West Norwood,531350,174450
C6275,2019,Special Service,339,CAT TRAPPED DOWN A 10FT HOLE,Cat,Dwelling,E05011486,THORNTON HEATH,Woodside,533150,168850
H6276,2019,Special Service,339,HORSE TRAPPED IN BARBED WIRE,Horse,Outdoor,E05000404,CHESSINGTON NORTH AND HOOK,Surbiton,519450,164450
C6277,2019,Special Service,339,KITTEN TRAPPED IN SMALL AREA UNDER SHED,Cat,Outdoor Structure,E05011463,ADDISCOMBE WEST,Croydon,533450,165550
C6278,2019,Special Service,339,ASSIST RSPCA     CAT UP TREE,Cat,Outdoor,E05011102,FARADAY,Old Kent Road,533050,178050
C6279,2019,Special Service,339,CAT TRAPPED IN SHED  CAT POSSIBLY CAUGHT UNDER EQUIPMENT,Cat,Outdoor Structure,E05000208,SOUTHGATE,Southgate,529350,194750
C6280,2019,Special Service,339,ASSIST RSPCA WITH CAT FALLEN OUT OF WINDOW - RSPCA IN ATTENDANCE,Cat,Dwelling,E05000222,GREENWICH WEST,Greenwich,537850,177750
B6281,2019,Special Service,1017,LEVEL TWO WATER RESCUE - ASSIST RSPCA DUCKLINGS FROM A LOCK,Bird,Outdoor,E05000492,STRATFORD AND NEW TOWN,Stratford,537650,184550
